hscode,hsdesc,latest_export_usd_mn,growth_5yr_pct,cagr_pct,volatility_pct,momentum_score
1102,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN,55.11,104.25,19.55,40.41,43.02
1513,"COCONUT (COPRA), PALM KERNEL OR BABASSU   OIL AND FRACTIONS THEREOF, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED",85.83,48.84,10.45,31.39,42.99
6902,"REFRACTORY BRICKS, BLOCKS, TILES AND      SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS, OTHER THAN THOSE OF SILICEOUS",194.58,9.22,2.23,14.32,42.95
6404,FTWEAR WTH OUTR SOLES OF RUBR,237.95,4.08,1.01,14.76,42.88
7223,WIRE OF STAINLESS STEEL,401.86,-23.00,-6.33,9.67,42.80
6114,"OTHER GARMENTS, KNITTED OR CROCHETED",355.31,-24.11,-6.67,8.21,42.68
7505,"NICKEL BARS, RODS, PROFILES AND WIRE",61.30,34.76,7.74,10.54,42.55
2936,"PROVITAMINS AND VITAMINS, NATURAL OR      REPRODUCED BY SYNTHESIS (INCLUDING NATURAL CONCENTRATES), DERIVATIVES THEREOF",302.68,-0.01,-0.00,16.34,42.52
7410,"COPPER FOIL(W/N PRINTD OR BACKD WTH PAPR, PAPRBORD,PLSTCS OR SMLR BACKING MATERLS)  OF A THICKNESS(EXCL BACKING)<=0.15 M",54.28,55.52,11.67,17.07,42.08
4911,"OTHER PRINTED MATTER, INCLUDING PRINTED   PICTURES AND PHOTOGRAPHS",53.60,64.85,13.31,17.79,42.05
6207,"MENS OR BOYS SINGLETS AND OTHER VESTS   UNDERPANTS,BRIEFS,NIGHT",91.89,3.87,0.95,5.29,41.86
6209,BABIES GARMENTS AND CLOTHING ACCESSORIES,199.78,-2.41,-0.61,9.95,41.56
7615,"TABL,KTCHN/OTHR HOUSLD ARTCLS AND PRTS OF ALMNM,POT SCOURS AND SCOURNG/POLSHNG PADS GLOVS AND TH LIKE,SNTRY WRE AND PRTS",123.73,-5.54,-1.41,4.18,41.52
7013,"GLSSWR FR TBL KTCHN,TOLT,OFFC INDOR       DCORTION (EXCL GOODS OF HDG NO 7010/7018)",55.87,60.71,12.59,20.14,41.48
2902,CYCLIC HYDROCARBONS,1449.76,-65.82,-23.54,14.92,41.46
4014,HYGNC/PHRMCTL ARTCLS (INCL TEATS)         OF VALCNSD RUBR OTHR THN HARD RUBR        WTH/WITHOUT FITTINGS OF HARD RUBBER,91.24,34.22,7.64,21.05,41.39
7315,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL",73.94,10.24,2.47,5.67,41.25
7310,"TANKS,DRUMS ETC AND SMLR CONTNRS FOR        MATERLS(OTHR THN CMPRSD/LQFD  GAS)",96.40,9.31,2.25,8.55,41.10
7415,"NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN THOSE OF HEADING 8305) AND SIMILAR  ARTICLES, OF COPPER OR OF IRON OR ST",64.37,18.26,4.28,6.78,41.05
5205,COTN YRN(OTHR THN SWNG THRD)CNTNG 85% OR  MORE BY WT OF COTON NT PUT UP FR RETL SALE,3217.75,-38.23,-11.35,32.03,41.02
7901,UNWROUGHT ZINC,811.74,-15.48,-4.12,30.62,41.01
8545,"CRBN ELCTRDS,CRBN BRSHS,LAMP CRBNS ETC.   OTHR ARTCLS OF GRAPHITE/OTHR CRBN,WTH/    WTHOUT MTL OF A KND USED FOR ELCTRCL",264.60,-7.48,-1.92,12.24,40.68
6813,FRICTION MATRL AND ARTCLS NT MOUNTD FOR     BRAKES ETC WTH A BASIS OF ASBSTS/         CELLULOSEETC W/N CMBND WTH TXTL/OT,89.46,7.26,1.77,7.03,40.68
9033,"PRTS AND ACCESSORIES FR MACHINES,APPLIANCES,INSTRUMENTS/APPARATUS OF CHAPTER 90,NES",98.25,26.97,6.15,19.92,40.67
7220,FLAT,201.77,5.84,1.43,17.05,40.65
9609,"PENCILS (OTHER THAN PENCILS OF HEADING    9608 ), CRAYONS, PENCIL LEADS, PASTELS,   DRAWING CHARCOALS, WRITING OR DRAWIN",53.22,40.85,8.94,14.00,40.61
7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND  THE LIKE, OF ALUMINIUM, NOT ELECTRICALLY  INSULATED",359.83,2.54,0.63,38.88,40.56
9028,"GAS,LQD/ELECTRICITY SUPPLY/PRODUCTION     METERS,INCL CALIBRATING METERS THEREFOR",106.49,29.02,6.58,26.31,40.44
6210,"GARMENTS, MADE UP OF FABRICS OF HEADING   5602, 5603, 5903, 5906 OR 5907",65.21,19.03,4.45,8.19,40.38
7403,"REFINED COPPER AND COPPER ALLOYS,         UNWROUGHT",1019.98,-14.83,-3.93,79.16,40.18
2306,OIL,454.30,-4.68,-1.19,30.91,40.18
8423,"WEIGHING MACHINERY (EXCLUDING BALANCES OF A SENSITIVITY OF 5 CENTIGRAMS OR BETTER), INCLUDING WEIGHT OPERATED COUNTING O",55.43,72.27,14.56,36.09,40.13
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,393.30,-16.66,-4.45,15.21,40.01
9404,"MATTRESS SUPPORTS; ARTICLES OF BEDDING AND SIMILAR FURNISHING (FOR EXAMPLE,         MATTRESSES, QUILTS, EIDERDOWNS, CUSH",597.04,-28.11,-7.92,15.55,39.95
7610,"ALMNM STRCTRS AND PRTS OF STRCTRS(BRDGS     TOWRS,ROOFS ETC.)ALMNM PLATES",103.05,35.42,7.88,47.38,39.61
2925,CRBOXYIMD,155.70,-10.96,-2.86,6.44,39.50
2516,GRANITE PROPHYRY ETC AND OTHR MONUMENTAL/   BLDG STONE W/N ROUGHLY TRMMD/MERELY CUT   INTO BLCKS/SLBS OF A RECTNGLR INCL,561.60,-34.39,-10.00,14.39,39.47
5203,"COTTON, CARDED OR COMBED",79.74,33.43,7.48,20.92,39.26
2506,QRTZ (OTHR THN NATRL SANDS) QRTZTE W/N    ROUGHLY TRMMD/MERELY CUT BY SAWING/OTHRWSEINTO BLKS/SLBS OF RECTNGLR/SQ SHAPE,129.96,28.10,6.39,74.69,39.19
3919,SELF,186.32,-1.16,-0.29,12.12,39.12
3005,"WADDING, GAUZE, BANDAGES AND SIMILAR      ARTICLES (FOR EXAMPLE, DRESSINGS, ADHESIVE PLASTERS, POULTICES), IMPREGNATED O",79.11,34.48,7.69,23.65,39.07
8532,"ELCTRCL CAPACITORS FIXD,VARIABLE/         ADJUSTABLE(PRE",158.87,-0.05,-0.01,11.05,38.97
3905,"POLYMERS OF VINYL ACETATE OR OF OTHER     VINYL ESTERS, IN PRIMARY FORMS; OTHER     VINYL POLYMERS IN PRIMARY FORMS",55.45,18.32,4.30,7.29,38.92
1701,CANE/BEET SUGR CHMCLY PURE SUCRSE IN SOLID,2042.02,-55.44,-18.30,28.10,38.68
8425,PULLEY TACKLE AND HOISTS OTHER THAN SKIP  HOISTS;,91.12,13.66,3.25,12.15,38.61
3907,"POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS,",736.05,-47.62,-14.93,15.73,38.61
5810,"EMBRDRY IN THE PIECE,IN STRIPS/IN MOTIFS",185.12,-1.22,-0.31,12.78,38.39
4113,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT",79.87,0.89,0.22,5.20,38.36
6506,"OTHER HEADGEAR, WHETHER OR NOT LINED OR   TRIMMED",71.63,34.06,7.60,19.94,38.02
3812,PRPD RUBR ACCLRTRS,190.45,-2.50,-0.63,13.03,37.95
7117,IMITATION JEWELLERY,131.66,-21.54,-5.89,1.92,37.77
8905,LIGHT,1302.63,-52.40,-16.94,24.98,37.74
8309,"STPPRS,CAPS ETC INCL CROWN CORKS,SCRW     CAPSETC CAPSLS FR BOTLS,THRD BUNGS,BUNG   COVRS,SEALS AND OTHR PCKNG ACCSSRS,O",129.71,-12.60,-3.31,6.16,37.63
4107,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT",242.35,-21.74,-5.94,9.66,37.44
5209,"WOVN FBRCS OF COTTON, CONTNG >=85% COTN   BY WT WEIGHING>200 GM PER SQM",500.47,-25.65,-7.14,18.90,37.24
9603,"BROOMS, BRUSHES (INCLUDING BRUSHES        CONSTITUTING PARTS OF MACHINES, APPLIANCES OR VEHICLES), HAND",123.66,-0.35,-0.09,9.97,37.18
3906,ACRYLIC POLYMERS IN PRIMARY FORMS,249.29,-10.29,-2.68,14.74,37.18
1702,"OTHER SUGARS, INCLUDING CHEMICALLY PURE   LACTOSE, MALTOSE, GLUCOSE AND FRUCTOSE, IN SOLID FORM; SUGAR SYRUPS NOT CONTAI",132.16,-2.17,-0.55,10.21,37.18
2923,"QUATERNARY AMMONIUM SALTS AND HYDROXIDES; LECITHINS AND OTHER PHOSPHOAMINOLIPIDS,   WHETHER OR NOT CHEMICALLY DEFINED",198.46,10.09,2.43,41.82,37.15
8533,ELCTRCL RESISTORS(INCL RHEOSTATS AND        POTENTIOMETERS)OTHR THN HTNG RESISTORS,60.02,18.48,4.33,9.95,37.14
2817,ZINC OXIDE; ZINC PEROXIDE,50.92,20.15,4.70,9.37,37.09
7005,FLOT AND SRFC GRND/POLSH GLS TN SHTS WH/NT  HAVNG AN ABSRBNT REFLCTNG/NON,74.43,21.61,5.01,15.15,37.06
1502,"FATS OF BOVINE ANIMALS, SHEEP OR GOATS,   OTHER THAN THOSE OF HEADING 1503",72.42,42.90,9.33,66.17,37.04
5402,"HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, WHETHER OR NOT TEXTURED",634.37,-55.32,-18.24,14.88,36.99
8437,"MCHN FR CLNG,SRTNG SEED,GRAIN/LGMNS VGTBL;MCHNRY FOR MLNG INDSTRY/FR WRKNG OF CRL/  DRIED LGMNS VEGTBLS,EXCL FARM",87.77,1.56,0.39,7.16,36.98
8486,"MACHINES AND APPARATUS OF A KIND USED     SOLELY FOR THE MANUFACTURE OF             SEMICONDUCTOR BOULES OR WAFERS, DEVI",80.50,37.20,8.23,66.96,36.89
0810,"OTHER FRUIT, FRESH",123.33,14.78,3.51,22.67,36.86
8215,"SPOONS, FORKS, LADLES, SKIMMERS, CAKE",71.60,1.01,0.25,4.38,36.84
3809,"RODENTICIDES AND OTHER SIMILAR PREPARATIONPRPRTN,USD IN TXTL,PAPR AND SMLR INDSTRS,NES",75.20,10.93,2.63,10.65,36.67
4008,"PLATS,SHTS,STRP,RODS AND PROFILE SHAPES OF  VULCNSD RUBR OTHR THN HARD RUBR",128.11,-7.78,-2.00,8.32,36.61
4421,OTHER ARTICLES OF WOOD,202.65,-28.40,-8.01,7.35,36.59
2601,"IRON ORES AND CONCENTRATES, INCLUDING     ROASTED IRON PYRITES IRON ORES AND        CONCENTRATES, OTHER THAN ROASTED IRO",1708.33,-47.41,-14.84,67.73,36.59
5607,"TWNE,CORDGE,ROP AND CBLS,W/N PLTD/BRDD AND W/ NIMPRGNTD,COTD,COVRD/SHTHD WTH RUBR/PLSTCS",154.03,-3.60,-0.91,11.82,36.54
8439,MCHNRY FR MKNG PULP OF FIBROUS CELLULOSIC MTRL/FR MKNG/FNSHNG PAPER/PAPERBOARD,64.75,39.90,8.76,36.44,36.08
3215,"PRINTING INK, WRITING OR DRAWING INK AND  OTHER INKS, WHETHER OR NOT CONCENTRATED OR SOLID",234.01,7.67,1.87,201.14,36.02
2907,PHENOLS; PHENOL,282.46,-18.47,-4.98,15.37,35.96
6810,"ARTICLES OF CEMENT, OF CONCRETE OR OF     ARTIFICIAL STONE, WHETHER OR NOT          REINFORCED",390.97,-20.65,-5.62,20.66,35.82
8205,"HND TOOLSN.E.S.  BLOW LAMPS;VICES,CLAMPS,OTHR THN ACSORS PRTS OF MACH",160.65,-10.53,-2.74,10.41,35.69
7215,OTHER BARS AND RODS OF IRON OR NON,131.03,10.32,2.49,24.58,35.55
4802,"UNCOTD PAPR AND PAPRBORD FOR WRTNG,PRNTNG ORGRPHIC PRPSES,PNCH CRD STCKANDPNCH TPE PAPR OF HDNG 4801/4803 ; HND",291.13,-36.25,-10.64,11.66,35.42
2906,"CYCLIC ALCOHOLS AND THEIR HALOGENATED,    SULPHONATED, NITRATED OR NITROSATED       DERIVATIVES",265.53,-41.91,-12.70,9.75,35.39
5806,NARROW WOVEN FABRICS OTHER THAN GOODS OF  HEADING 5807; NARROW FABRICS CONSISTING OF WARP WITHOUT WEFT ASSEMBLED,77.37,20.41,4.75,18.04,35.37
3903,"POLYMERS OF STYRENE, IN PRIMARY FORMS",89.23,16.18,3.82,17.64,35.07
6903,"OTHR RFRCTRY CERAMIC GDS(RETORTS,CRCBLS ,MUFFLES,NOZZLES,PLUGS,TUBES,SHEATHS, RODS AND SLIDGE GATES), EXCL SILICUS FOSSILS",110.59,-15.64,-4.16,6.24,34.85
8505,ELCTRO,61.25,8.18,1.99,7.86,34.79
8204,HND OPRTED SPANERS AND WRENCHS(INCLD TORQUE METER WRENCHS BUT NT TAP WRENCHS);INTER   CHANGBLE SPANER SOCKETS WTH HANDLE,164.53,-17.17,-4.60,9.81,34.75
8524,"*RECORDS,TAPES & OTHR RECORDED MEDIA       FOR SOUND/OTHR SMLRLY RECORDED PHENOMENA  BUT EXCL PRDCTS OF CHAPTER 37",292.46,0.00,0.00,297.50,34.71
5107,YRN OF CMBD WOOL NT PUT UP FR RETAIL SALE,91.11,19.25,4.50,25.84,34.68
2926,NITRILE,110.94,6.27,1.53,16.76,34.68
2621,"OTHER SLAG AND ASH, INLCUDING SEAWEED ASH (KELP); ASH AND RESIDUES FROM THE         INCINERATION OF MUNICIPAL WASTE",75.58,-9.26,-2.40,3.91,34.56
7208,FLAT,1564.86,-72.84,-27.81,64.55,34.53
4003,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN   PLATES, SHEETS OR STRIP",91.00,21.68,5.03,34.89,34.49
6103,"MENS OR BOYS SUITS,ENSEMBLES,JACKETS,BLAZERS,TROUSERS,BIBANDBRACE OVERALLS,BREECHES AND SHORTS(OTH THAN SWIMWEAR)",410.35,-31.05,-8.87,18.95,34.39
4112,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT",57.42,3.15,0.78,6.08,34.15
5903,"TXTL FBRCS IMPRGNTD,COATD,CVRD/LAMNTD     WTH PLASTICS EXCL THOSE OF HDG NO. 5902",243.56,-8.00,-2.06,22.30,34.10
6804,"MLSTN ETC WTHT FRMWRKS FR GRNDNG ETC,HND",69.00,8.36,2.03,10.22,34.03
4013,"INNER TUBES, OF RUBBER",92.94,-7.64,-1.97,7.44,33.99
7418,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF COPPER; POT        SCOURERS AND SCOURING OR POLISHING P",62.55,16.22,3.83,12.50,33.82
4201,"SDDLRY AND HRNSS FOR ANY ANML (INCL       TRACTSLEADS,KNEE PADS,MUZLS, SDDLE CLOTHS,SDDLE BAGS",220.38,-20.16,-5.47,14.49,33.49
4810,PAPR/PAPRBORD COATD ON ONE/BOTH SIDES     WITHKALN/OTHR INORG SUBSTS AND NO OTR COATNG W/NSURFCE COLRD/DECORTD/PRNTD IN,370.77,-46.63,-14.53,16.29,33.36
7103,PRCS(EXCL DIMONDS)AND SEMI PRCS SOTNS W/N   WRKD/GRD NT STRNG MNTD/SET UNGRD PRCS/SEMIPRCS STONES TMPRLY STRNG FR TRNSPR,458.74,-44.68,-13.76,19.31,33.31
3911,"PETROLEUM RESINS, COUMARONE",89.31,5.69,1.39,14.22,33.26
2511,NATRL BARIUM SULPHATE (BARYTES) NATRL     BARIUM CARBONATE (WITERITE)W/N CALCINED   OTHR THAN BARIUM OXIDE OF HDNG NO 28,152.18,2.69,0.67,25.40,33.08
6115,"PANTYHOSE, TIGHTS, STOCKINGS, SOCKS AND   OTHER HOSIERY, INCLUDING GRADUATED COMPRE SSION HOSIERY (FOR EXAMPLE, STOCKING",169.89,-20.91,-5.70,10.61,32.86
4820,"REGISTERS, ACCOUNT BOOKS, NOTE BOOKS,     ORDER BOOKS, RECEIPT BOOKS, LETTER PADS,  MEMORANDUM PADS, DIARIES AND SIMILAR",185.39,-6.78,-1.74,19.48,32.31
3901,POLYMERS OF ETHYLENE IN PRIMARY FORMS,434.68,-43.31,-13.23,22.05,32.31
3406,"CANDLES, TAPERS AND THE LIKE",88.17,3.62,0.89,13.82,32.21
5603,"NONWOVENS, WHETHER OR NOT IMPREGNATED,    COATED, COVERED OR LAMINATED",195.63,-4.82,-1.23,24.29,32.18
2931,OTHER ORGANO,212.05,-22.52,-6.18,14.19,31.86
6303,CURTAINS (INCLUDING DRAPES) AND INTERIOR  BLINDS; CURTAIN OR BED VALANCES,150.01,-9.42,-2.44,14.98,31.67
7210,FLT,822.32,-68.17,-24.89,50.63,31.15
4002,"SYNTHETIC RUBBER AND FACTICE DERIVED FORM OILS, IN PRIMARY FORMS OR IN PLATES,      SHEETS OR STRIP; MIXTURES OF ANY PRO",144.55,-5.56,-1.42,17.61,31.09
4411,FIBR BORD OF WOOD OR OTHR LIGNEUS MATRLS  W/N BONDED WITH RESIN/OTHR ORGNIC SUBSTS,56.81,4.90,1.20,9.79,30.93
6815,ARTCLS OF STON/OF OTHR MNRL SUBSTNCS(INCL CRBN FIBR ARTCLS OF CRBN FIBR AND PEAT)N.E.S,133.61,-18.83,-5.08,11.53,30.74
2807,SULPHURIC ACID; OLEUM,69.98,28.41,6.45,226.34,30.51
7110,PLTNM UNWRGHT/SEMI MNFCTRD/PWDR FORMS,78.92,22.49,5.20,127.33,30.44
4419,"TABLEWARE AND KITCHENWARE, OF WOOD",76.60,0.48,0.12,12.08,30.14
2823,TITANIUM OXIDES,81.18,13.70,3.26,32.21,30.09
8452,"SEWNG MCHNS,EXCL BOOK",65.79,-8.33,-2.15,6.37,30.00
2521,"LIMESTONE FLUX; LIMESTONE AND OTHER       CALCAREOUS STONES, OF A KIND USED FOR THE MANUFACTURE OF LIME OR CEMENT",71.62,24.21,5.57,103.07,29.95
7219,FLT,460.08,-52.10,-16.81,31.92,29.92
6309,WORN CLOTHING AND OTHER WORN ARTICLES,83.10,-3.67,-0.93,11.32,29.89
6006,OTHER KNITTED OR CROCHETED FABRICS,327.68,-46.11,-14.32,20.30,29.79
2836,CARBNTS;PEROXO CARBNTS (PERCARBNTS);CMMRCLAMMONIUM CARBONATE CONTNG AMMONIUM CARBMTS,126.89,-1.76,-0.44,20.46,29.78
7320,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL",97.31,2.20,0.54,19.34,29.77
8712,"BICYCLES AND OTHER CYCLES (INCLUDING      DELIVERY TRICYCLES), NOT MOTORISED",76.96,10.37,2.50,23.73,29.59
7009,GLSS MIRORS W/N FRMD INCL REAR VIEW MIRORS,75.52,-17.06,-4.57,6.58,29.39
1516,"ANML/VEG/MICROBL FATS,OILS,ITS FRCTN PRTLY/WHLY HYDROGNTD INTR",109.70,3.03,0.75,27.37,29.28
5705,"OTHER CARPETS AND OTHER TEXTILE FLOOR     COVERINGS, WHETHER OR NOT MADE UP",243.35,-38.89,-11.58,16.57,29.25
8542,ELCTRNC INTEGRTD CIRCUITS AND MICRO,279.68,-35.89,-10.52,21.84,29.09
8441,"OTHER MACHINERY FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING    MACHINES OF ALL KINDS",67.35,-1.12,-0.28,10.37,29.00
7606,"ALMNM PLTS,SHTS AND STRP OF THCKNS>0.2 MM",219.09,-23.24,-6.40,20.55,28.77
2904,"SULPHONATED, NITRATED OR NITROSATED       DERIVATIVES OF HYDROCARBONS, WHETHER OR   NOT HALOGENATED",92.22,-24.36,-6.74,7.50,28.46
7207,SEMI,496.46,-83.19,-35.97,38.33,28.25
0804,"DATES, FIGS, PINEAPPLES, AVOCADOS, GUAVAS, MANGOES, AND MANGOSTEENS, FRESH OR DRIED",156.88,-20.82,-5.67,16.12,28.18
9305,PRTSAND ACCSSRS OF ARTCL OF HDG 9301,125.02,-35.04,-10.22,9.76,28.17
3902,"POLYMERS OF PROPYLENE OR OF OTHER OLEFINS, IN PRIMARY FORMS",303.29,-59.34,-20.14,19.87,27.70
2927,DIAZO,73.99,-30.04,-8.54,5.40,27.05
8451,"0THER PARTS OF HOUSEHOLD LAUNDRY TYPE MCHNETCANDMCHNS FR APPLYNG PST TO BASE FBRC ETC;MCHNS FR RLNG,UNRLNG,FLDNG/CTTNG T",75.55,-16.20,-4.32,9.07,27.01
5201,"COTTON, NOT CARDED OR COMBED",436.37,-83.59,-36.35,42.52,26.61
7007,SAFTY GLSS CONSTNG OF TOUGHND/LMNTD GLSS,62.70,4.23,1.04,15.95,26.55
8448,"AUXLRY MCHNRY USD WTH MCHNS OF HDG 8444,  8445,8446/8447;PRTS AND ACCSSRS USD WTH     THIS HDG/OF HDG 8444,8445,8446/844",133.65,-36.80,-10.84,11.98,26.47
5206,COTON YRN(OTHR THN SEWNG THRD)CONTNG      COTON <85% BY WT NT PUT FOR RETAIL SALE,168.90,-41.27,-12.46,14.09,26.40
8203,"FILES, RASPS, PLIERS (INCLUDING CUTTING   PLIERS), PINCERS, TWEEZERS, METAL CUTTING SHEARS, PIPE",66.60,-18.55,-5.00,7.13,26.36
3908,POLYAMIDES IN PRIMARY FORMS,64.28,-17.72,-4.76,6.94,26.29
7228,"OTHR BARS,RODS,ANGLS,SHPS,SCTNS OF OTHR   ALLOY STL,HOLLOW DRILL BARS AND RODS OF     ALLOY OR NON",130.82,-28.85,-8.16,13.55,26.08
2007,JAMS FRUT JELLY MARMALDS FRUT/NUT PUREE AND FRUT/NUT PASTS COOKD PRPNS W/N CONTNG SUGR,116.24,-42.18,-12.80,10.07,25.63
1005,MAIZE (CORN),374.78,-63.38,-22.21,58.90,25.57
8406,STEAM TURBINES AND OTHER VAPOUR TURBINES,156.24,-29.76,-8.45,17.07,25.11
5504,"ARTIFICIAL STAPLE FIBRES, NOT CARDED,     COMBED OR OTHERWISE PROCESSED FOR",173.26,-15.63,-4.16,47.51,24.74
2920,ESTRS OF OTHR INORGNC ACIDS(EXCL ESTRS OF HYDRGN HALIDES)AND THR SLTS THR HALGNTD     SLPHNTD NITRTD/NITRSTD DRVTVS,91.21,-19.40,-5.25,13.74,24.46
8212,RAZORS AND RAZOR BLADES (INCLUDING RAZOR  BLADE BLANKS IN STRIPS),71.56,-11.56,-3.02,11.32,24.45
3212,PIGMNTS(INCL METLC POWDR AND FLKS) DSPRSD   IN NON,61.65,-37.63,-11.13,4.52,24.06
5503,"SYNTHETIC STAPLE FIBRES, NOT CARDED,      COMBED OR OTHERWISE PROCESSED FOR SPINNING",214.72,-54.06,-17.67,23.82,23.53
2707,OILS AND OTHER PRODUCTS OF THE            DISTILLATION OF HIGH TEMPERATURE COAL TAR SIMILAR PRODUCTS IN WHICH THE WEIGHT,318.13,-58.32,-19.65,95.58,23.21
3605,MTCHS EXCL PYRTCHNC ARTCLS OF HDNG NO 3604,59.52,-1.27,-0.32,14.91,23.19
7020,OTHER ARTICLES OF GLASS,109.12,-44.66,-13.75,11.77,23.18
1301,"LAC;NATURL GUMS,RESNS,GUM",104.66,-21.31,-5.82,16.70,23.05
1108,STARCHES; INULIN STARCHES :,148.54,-28.59,-8.07,23.21,22.84
0701,"POTATOES, FRESH OR CHILLED",86.39,-15.17,-4.03,16.78,22.82
2517,PEBBLES GRVL BRKN/CRSHD STONE COMMONLY    USDFR CONCRETS AGGRGTS FR RD MTLNG ETC    PWDR  ETC OF HOG NO 2515/2516 W/N HE,64.48,-14.92,-3.96,11.66,22.62
7604,"ALUMINIUM BARS, RODS AND PROFILES",119.73,-26.78,-7.50,17.30,22.60
5211,"WOVN FBRCS OF COTON,CONTNG<85% COTTON,MXD MAINLY WTH MNMD FBRS WEIGHING>200 G/M2",179.51,-44.87,-13.83,22.38,22.39
7209,"FLT RLLD PRDCTS OF WDTH>= 600MM,COLD",258.97,-76.72,-30.54,40.48,21.68
4804,UNCOTD KRFT PAPR AND PAPRBORD IN ROLS OR  SHEETS OTHR THAN HEDNG NO. 4802/4803,115.62,-35.34,-10.33,16.81,21.62
4205,OTHER ARTICLES OF LEATHER OR OF           COMPOSITION LEATHER,51.06,-9.80,-2.55,11.63,21.53
5510,YARN(OTHR THN SWNG THREAD)OF ARTFCL       STAPLE FIBRES NOT PUT UP FR RTL SALE,88.54,-37.99,-11.26,12.00,21.23
5310,WOVEN FABRICS OF JUTE OR OF OTHER TEXTILE BASE FIBRES OF HEADING 5303,78.05,-27.82,-7.83,12.30,21.10
6004,"KNITD OR CROCHETED FBRCS OF WIDTH.30CM ,  CONTNG ELASTOMERIC YARN/RUBR>=5% BY WT,    EXCPT HDGNO. 6001",121.72,-21.03,-5.73,27.74,21.10
8465,MCHN,51.75,-19.75,-5.35,9.43,21.04
7201,"PIG IRON AND SPIEGELEISEN IN PIGS, BLOCKS OR OTHER PRIMARY FORMS",226.01,-50.02,-15.92,58.03,21.03
8509,ELCTRO,74.18,-20.34,-5.53,14.20,20.81
5516,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES,67.95,-22.24,-6.09,11.29,20.72
8523,"PREPRD UNRECORDED MEDIA FOR SOUND         RECRDNG/SMLR RECRDNG OF OTHR              PHENOMENA,OTHR THN PRDCTS OF CH.37",196.93,-56.20,-18.65,39.31,19.34
8539,"ELECTRIC FILAMENT OR DISCHARGE LAMPS,     INCLUDING SEALED BEAM LAMP UNITS AND      ULTRA",51.77,3.76,0.93,39.02,18.87
8475,"MCHNS FR ASSMBLNC ELCTRC/ELCTRNC LAMPS,   TUBES/VALVE/FLASH",147.70,-36.85,-10.85,45.37,18.61
2525,MICA INCLUDING SPLITTINGS MICA WASTE,57.92,-15.65,-4.17,14.51,18.43
7221,"BARS AND RODS, HOT",107.18,-40.39,-12.13,20.00,18.20
2928,ORGNC DRVTVS OF HYDRAZINE/OF HYDROXYLAMINE,120.96,-33.71,-9.77,34.10,17.95
3910,SILICONES IN PRIMARY FORMS,66.59,-27.20,-7.63,13.71,17.78
8526,"RADAR APPARATUS, RADIO NAVIGATIONAL AID   APPARATUS AND RADIO REMOTE CONTROL        APPARATUS",140.60,-49.16,-15.56,34.72,17.62
0504,GUTS,58.91,-7.29,-1.87,23.31,17.50
8445,"MCHNS FR PRPRNG TXTL FBRS;SPNG,TWSTNG ETC MCHNRY FR PRDCNG TXTL YRNS;MCHNS FR PRPRNGTXTL YRNS FR USE ON MCHNS OF 8446/84",136.59,-53.85,-17.58,31.83,17.39
2901,ACYCLIC HYDROCARBONS,158.40,-66.30,-23.81,37.14,16.93
4805,"OTHER UNCOATED PAPER AND PAPERBOARD, IN   ROLLS OR SHEETS, NOT FURTHER WORKED OR    PROCESSED THAN AS SPECIFIED",113.89,-77.47,-31.10,18.28,16.59
4015,"ARTCL OF APARL AND CLOTHING ACCESSORIES     (INCL. GLOVES, MITTENS AND MITTS) FOR ALL  PURPOSE OF VULCANISED RUBR NOT HA",75.15,-43.43,-13.27,14.64,16.23
7213,"BARS AND RODS, HOT",137.93,-81.51,-34.43,36.88,15.48
5210,"WOVN FBRCS CONTNG<85% COTON,MXD MAINLY    OR SOLELY WTH MANMADE FBRS WEGHNG<=200G/M2",63.74,-18.54,-5.00,22.36,15.24
3918,"FLR COVERING OF PLSTCS,W/N SELF",71.66,-26.70,-7.47,31.69,12.82
7216,"ANGLS,SHAPES AND SCTNS OF IRON/NON",73.40,-56.27,-18.68,18.24,11.76
7217,WIRE OF IRON OR NON,59.76,-39.76,-11.90,17.85,11.34
